file location,file name,date,conditions,material,time
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,1X_2000hr_T-PVDF.dpt,02-05-2025,1X,t-PVDF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,1X_2000hr_T-PVF.dpt,02-05-2025,1X,t-PVF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,2.5X_2000hr_CPC.dpt,02-05-2025,2.5X,CPC,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,2.5X_2000hr_J-BOX#1.dpt,02-05-2025,2.5X,J-BOX#1,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,2.5X_2000hr_J-BOX#2.dpt,02-05-2025,2.5X,J-BOX#2,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,2.5X_2000hr_O-PVF.dpt,02-05-2025,2.5X,o-PVF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,2.5X_2000hr_PO.dpt,02-05-2025,2.5X,PO,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,2.5X_2000hr_PPE.dpt,02-05-2025,2.5X,PPE,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,2.5X_2000hr_T-PVDF.dpt,02-05-2025,2.5X,t-PVDF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,2.5X_2000hr_T-PVF.dpt,02-05-2025,2.5X,t-PVF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,5X_2000hr_CPC.dpt,02-05-2025,5X,CPC,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,5X_2000hr_J-BOX#1.dpt,02-05-2025,5X,J-BOX#1,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,5X_2000hr_J-BOX#2.dpt,02-05-2025,5X,J-BOX#2,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,5X_2000hr_O-PVF.dpt,02-05-2025,5X,o-PVF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,5X_2000hr_PO.dpt,02-05-2025,5X,PO,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,5X_2000hr_PPE.dpt,02-05-2025,5X,PPE,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,5X_2000hr_T-PVDF.dpt,02-05-2025,5X,t-PVDF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,5X_2000hr_T-PVF.dpt,02-05-2025,5X,t-PVF,2000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,PMMA_unexposed.dpt,02-05-2025,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-05-2025,PMMA_unexposed_2.dpt,02-05-2025,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-11-2025,KKCE_J-BOX#2_1000hr.dpt,02-11-2025,KKCE,J-BOX#2,1000
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-11-2025,PMMA_unexposed.dpt,02-11-2025,unexposed,PMMA,0
Y:\5200\Packaging Reliability\Durability Tool\Ray Tracing and Activation Spectrum\ATR-FTIR Data\02-11-2025,PMMA_unexposed_2.dpt,02-11-2025,unexposed,PMMA,0
